TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,price_inr,TouchScreen,HDD,SSD,SSHD,FStorage
2 in 1 Convertible,15.6,1366x768,Intel i5,4,Windows 10,2.3,60262,Yes,500,0,0,0
Notebook,14.1,1366x768,Intel Celeron,4,Windows 10,1.65,30624,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,58872,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.2,32472,No,500,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,4,Windows 10,1.28,158312,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,40102,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i5,12,Windows 10,2.2,120551,No,1000,128,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,26136,No,0,0,0,32
Notebook,17.3,1600x900,AMD A4,4,Windows 10,2.8,33352,No,500,0,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.95,111320,No,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.42,123112,Yes,0,256,0,0
Ultrabook,15.0,1920x1080,Intel i7,8,Windows 10,1.17,149512,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,158312,No,0,256,0,0
Gaming,17.3,3840x2160,Intel i7,16,Windows 10,2.43,233112,No,2000,512,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.05,129800,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Linux,2.62,81752,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.04,79200,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,54032,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,82280,No,500,0,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,8,Windows 10,1.24,177153,Yes,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,3.58,112552,No,0,512,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,16,Windows 10,1.22,145112,Yes,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.13,180312,No,0,0,0,256
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.95,172743,No,0,512,0,0
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.08,184712,Yes,0,512,0,0
Netbook,12.5,1920x1080,Intel i7,8,Windows 10,1.26,130504,No,0,512,0,0
Notebook,15.6,1920x1080,Intel Celeron,4,Chrome OS,2.20,31592,No,0,0,0,16
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.6,69432,No,1000,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,0.98,167112,Yes,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.6,106040,No,0,256,0,0
Ultrabook,12.5,3840x2160,Intel M ,8,Windows 10,1.09,272800,Yes,0,240,0,0
Notebook,15.6,1920x1080,Intel i7,6,Windows 10,2.2,69432,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.04,89671,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.4,43912,No,1000,0,0,0
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.44,77528,No,0,128,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.49,84480,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,140712,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.6,118712,No,1000,128,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,98552,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.18,60279,No,1000,0,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,114135,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.39,101112,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,173800,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.37,160600,Yes,0,512,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.95,64231,No,500,0,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.36,145200,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.31,102520,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.18,62309,No,1000,0,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.95,101112,No,500,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.2,27192,No,1000,0,0,0
Ultrabook,12.5,1920x1080,Intel i5,4,Windows 10,1.26,138952,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,No OS,1.86,25423,No,1000,0,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,158312,Yes,0,1000,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.47,97240,No,0,128,0,0
Netbook,12.5,1920x1080,Intel i5,8,Windows 10,1.26,146872,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,49157,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,105512,No,1000,128,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.36,144232,No,0,256,0,0
Gaming,17.3,2560x1440,Intel i7,16,Windows 10,4.36,242704,No,1000,512,0,0
Gaming,17.3,1920x1080,Intel i5,8,Windows 10,2.75,123112,No,1000,128,0,0
Notebook,17.3,1600x900,Intel Pentium,4,Windows 10,2.8,46640,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.23,54472,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.2,98472,No,0,256,0,0
2 in 1 Convertible,11.3,1920x1080,Intel M ,8,Windows 10,1.1,114312,Yes,0,256,0,0
Gaming,15.6,1920x1080,AMD FX,16,Windows 10,2.5,87912,No,1000,512,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 10,1.36,129554,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,60280,No,1000,0,0,0
Notebook,17.3,1600x900,Intel i3,4,Windows 10,2.36,57992,No,1000,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.68,30712,No,0,0,0,32
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.0,197912,No,0,8,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,156200,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 7,1.2,128480,No,0,256,0,0
2 in 1 Convertible,12.5,1920x1080,Intel M ,8,Chrome OS,1.2,101992,No,0,0,0,64
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.7,131031,No,0,256,0,0
Gaming,17.3,3840x2160,Intel i7,16,Windows 10,4.36,277552,No,1000,512,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.24,167112,Yes,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Pentium,4,Windows 10,1.45,68200,Yes,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.3,111584,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,34232,Yes,0,0,0,32
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,135080,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 10,1.36,154880,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,12,Windows 10,2.4,88792,No,1000,128,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.1,157520,Yes,0,512,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.04,74492,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.25,40975,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.9,72600,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.04,60280,No,500,0,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,277112,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.4,61160,No,0,256,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.22,167112,Yes,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.5,172742,Yes,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,246400,No,1000,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.95,103840,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.73,180391,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.04,86152,No,1000,128,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 7,1.70,88176,No,0,0,508,0
2 in 1 Convertible,15.6,3840x2160,Intel i7,16,Windows 10,2.3,158312,Yes,2000,512,0,0
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.04,50952,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.99,153912,No,1000,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.19,114312,Yes,0,512,0,0
Notebook,13.3,1920x1080,Intel i5,4,Windows 7,1.2,105160,No,0,128,0,0
Notebook,15.6,1920x1080,AMD A12,6,Windows 10,2.2,48312,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.3,57112,No,0,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.75,80520,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.25,52712,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.04,70928,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,104632,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.36,65912,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.6,98472,No,0,128,0,0
Netbook,12.5,1920x1080,Intel M ,8,Windows 10,0.97,167904,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,43912,No,1000,128,0,0
Notebook,15.6,1366x768,Intel Celeron,4,No OS,1.9,23815,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,118712,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.68,78232,Yes,0,256,0,0
Notebook,13.3,3200x1800,Intel i5,8,Windows 10,1.4,101200,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.11,118712,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.4,33440,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,158312,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,183832,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.7,110880,No,1000,128,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.34,104632,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,48136,No,0,128,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.64,68552,No,500,0,0,0
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.2,105160,No,0,128,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.48,96799,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.95,106040,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.43,127512,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,92335,No,0,256,0,0
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.64,60192,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.65,83512,No,0,0,1000,0
Ultrabook,12.5,1920x1080,Intel i5,4,Windows 10,1.26,135432,No,500,0,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.48,139920,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.54,166074,No,0,256,0,0
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.49,70400,No,500,0,0,0
Notebook,13.3,1366x768,Intel i5,8,Windows 10,1.5,106480,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.04,67759,No,0,256,0,0
Notebook,17.3,3840x2160,Intel i7,16,Windows 7,2.4,261184,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.47,131120,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.43,196152,No,0,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i3,4,Windows 10,2.08,70047,Yes,1000,0,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,139920,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.11,101112,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.64,104318,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.09,92087,No,500,0,0,0
Ultrabook,12.5,1366x768,Intel i5,4,Windows 10,1.26,137192,No,0,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,2.31,104632,No,500,0,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.95,93280,No,500,0,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.29,142912,Yes,0,256,0,0
Notebook,17.3,1920x1080,Intel i5,8,Windows 10,2.63,95040,No,0,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.64,85624,No,0,256,0,0
Notebook,15.6,1366x768,AMD A9,6,Windows 10,2.1,35992,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,104878,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.95,105160,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,108151,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.26,118712,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,65296,No,500,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.47,151800,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 7,2.09,93540,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,88925,No,0,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,4,Windows 10,1.8,74536,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Atom,2,Windows 10,1.45,18550,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,125400,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,92365,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.54,88000,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,185094,No,500,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.43,129272,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,136016,No,1000,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.6,201519,No,1000,128,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.2,25335,No,0,0,0,16
Notebook,14.0,2560x1440,Intel i7,16,Windows 7,1.1,230560,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.91,86152,No,1000,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.3,96272,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,86152,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.2,198352,Yes,0,1000,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.31,62053,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,1.96,43912,No,500,0,0,0
Notebook,15.6,1366x768,AMD A8,8,Windows 10,2.4,39512,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,12,Windows 10,1.6,114312,Yes,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.94,160072,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.04,94160,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,No OS,4,87824,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.25,49192,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.32,87119,No,2000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.8,169752,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.29,128304,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,64,Windows 10,3.58,349800,No,0,1000,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.62,70225,Yes,0,256,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,3.21,116952,No,1000,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,114400,No,0,0,0,256
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.06,42414,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.31,105512,No,500,0,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 7,1.26,105512,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i7,8,Windows 10,1.49,95920,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.3,150787,Yes,0,256,0,0
Notebook,17.3,1600x900,Intel i5,8,Windows 10,3.0,57992,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.3,85976,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,219912,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,47520,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 7,2.31,82720,No,500,0,0,0
Ultrabook,12.5,2560x1440,Intel M ,8,Windows 10,0.99,123112,Yes,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.6,285120,No,0,512,1000,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Windows 10,0.69,56872,Yes,0,0,0,64
Ultrabook,13.3,3840x2160,Intel i7,16,Windows 10,1.3,180312,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,66000,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 7,1.54,90727,No,500,0,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,1.9,131560,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.7,105512,No,0,180,0,0
Notebook,13.3,3200x1800,Intel Pentium,4,Chrome OS,1.29,54120,No,0,0,0,32
Notebook,15.6,1366x768,AMD A8,4,Windows 10,2.4,34056,No,500,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.2,34627,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.86,30447,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,140712,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i5,4,Windows 10,1.4,72015,No,0,256,0,0
Netbook,12.5,1366x768,Intel i5,4,Windows 7,2.4,140712,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.4,70312,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.36,56214,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.6,140712,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,1.96,44000,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,202312,No,1000,128,0,0
Ultrabook,12.5,1366x768,Intel i3,4,Windows 7,1.5,99893,No,500,0,0,0
Ultrabook,12.5,1366x768,Intel i3,4,Windows 7,1.5,102693,No,0,128,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Chrome OS,2.20,18392,No,0,16,0,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 7,3.0,255112,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,105512,No,0,512,0,0
Ultrabook,12.5,1366x768,Intel i5,8,Windows 7,1.5,124353,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.9,132985,No,1000,128,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,4,Windows 10,2.1,76296,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A6,4,Windows 10,2.1,35024,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.59,117832,No,1000,128,0,0
Notebook,13.3,3200x1800,Intel M ,8,Windows 10,1.16,149512,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,2.24,67685,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,37752,No,0,128,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.16,173272,No,0,512,0,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Android,0.69,48312,Yes,0,0,0,64
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.23,121352,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.6,241999,No,0,256,1000,0
Ultrabook,12.5,3840x2160,Intel i7,8,Windows 10,1.25,90552,Yes,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.05,195888,No,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.52,115499,No,1000,128,0,0
Notebook,13.3,1920x1080,Intel Atom,4,Windows 10,1.35,17248,No,0,0,0,32
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.16,148720,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.43,133144,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.09,46079,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2,38280,No,1000,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 10,1.8,146872,Yes,0,256,0,0
2 in 1 Convertible,10.1,1920x1200,Intel Atom,4,Windows 10,0.69,42152,Yes,0,0,0,64
Ultrabook,12.5,1366x768,Intel i5,8,Windows 7,1.26,166760,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.4,87032,No,1000,128,0,0
Gaming,17.3,1920x1080,Intel i5,8,Windows 10,3.35,99352,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.04,55352,No,2000,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 7,1.8,180433,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.5,24464,No,0,0,0,32
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,66176,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.23,54208,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,96712,No,0,0,1000,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 7,3,347547,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.5,68992,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,211112,No,1000,256,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 7,1.88,191111,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,2.8,214720,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.4,100566,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.48,143352,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,196152,No,0,256,0,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,158312,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.0,167112,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 7,1.26,202132,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.18,88871,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 7,1.88,138952,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.27,205832,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,29832,No,1000,0,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,1.86,26136,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,No OS,2.32,52712,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,105512,No,1000,0,0,0
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.04,198060,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A6,4,Windows 10,1.91,42142,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,131366,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,12,Windows 7,1.4,202312,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.5,69387,No,0,0,1000,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,179608,Yes,0,512,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.7,131912,No,0,256,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.7,155672,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,79112,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.2,40392,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,41975,No,500,0,0,0
Gaming,15.6,3840x2160,Intel i7,8,Windows 10,2.62,131824,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.95,122320,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,41184,No,1000,0,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,21912,No,0,0,0,32
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,73832,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.96,59752,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.1,101992,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,32472,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,35024,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,62392,No,1000,0,0,0
